Date EST,Latitude,Longitude,,,,
Mon 07:48:29 AM,28.0263,125.2784,,,,
Mon 07:48:59 AM,27.9955,125.2358,,,,
Mon 07:49:29 AM,27.9648,125.1934,,,,
Mon 07:49:59 AM,27.9336,125.1503,,,,
Mon 07:50:29 AM,27.903,125.1081,,,,
Mon 07:50:59 AM,27.8723,125.0657,,,,
Mon 07:51:29 AM,27.8405,125.0219,,,,
Mon 07:52:03 AM,27.8052,124.9734,,,,
Mon 07:52:34 AM,27.7733,124.9295,,,,
Mon 07:53:04 AM,27.7425,124.8871,,,,
Mon 07:53:34 AM,27.7115,124.8446,,,,
Mon 07:54:04 AM,27.68,124.8014,,,,
Mon 07:54:42 AM,27.6405,124.7474,,,,
Mon 07:55:12 AM,27.6104,124.7061,,,,
Mon 07:56:00 AM,27.56,124.6371,,,,
Mon 07:56:30 AM,27.5292,124.5949,,,,
Mon 07:57:01 AM,27.4976,124.5519,,,,
Mon 07:57:31 AM,27.4666,124.5095,,,,
Mon 07:58:01 AM,27.436,124.4678,,,,
Mon 07:58:31 AM,27.4044,124.4247,,,,
Mon 07:59:01 AM,27.3731,124.3821,,,,
Mon 07:59:31 AM,27.3414,124.3391,,,,
Mon 08:00:01 AM,27.3102,124.2966,,,,
Mon 08:00:31 AM,27.2796,124.255,,,,
Mon 08:01:01 AM,27.247,124.2109,,,,
Mon 08:01:32 AM,27.2157,124.1686,,,,
Mon 08:02:02 AM,27.1842,124.1259,,,,
Mon 08:02:45 AM,27.1386,124.0643,,,,
Mon 08:03:15 AM,27.1069,124.0215,,,,
Mon 08:03:45 AM,27.0756,123.9793,,,,
Mon 08:04:25 AM,27.0326,123.9222,,,,
Mon 08:04:55 AM,27.0004,123.8794,,,,
Mon 08:05:25 AM,26.9683,123.8368,,,,
Mon 08:05:56 AM,26.9363,123.7943,,,,
Mon 08:06:26 AM,26.9029,123.7499,,,,
Mon 08:06:56 AM,26.8701,123.7064,,,,
Mon 08:07:26 AM,26.837,123.6625,,,,
Mon 08:07:56 AM,26.8038,123.6187,,,,
Mon 08:08:26 AM,26.7705,123.5746,,,,
Mon 08:08:56 AM,26.7376,123.5312,,,,
Mon 08:09:29 AM,26.7014,123.4835,,,,
Mon 08:09:59 AM,26.668,123.4395,,,,
Mon 08:10:29 AM,26.6347,123.3957,,,,
Mon 08:11:02 AM,26.597,123.3461,,,,
Mon 08:11:32 AM,26.5629,123.3012,,,,
Mon 08:12:07 AM,26.5228,123.2487,,,,
Mon 08:12:37 AM,26.4889,123.2044,,,,
Mon 08:13:09 AM,26.4516,123.1557,,,,
Mon 08:13:42 AM,26.4157,123.1089,,,,
Mon 08:14:16 AM,26.3778,123.0594,,,,
Mon 08:14:51 AM,26.3382,123.0075,,,,
Mon 08:15:21 AM,26.3043,122.9634,,,,
Mon 08:15:53 AM,26.2683,122.9167,,,,
Mon 08:16:24 AM,26.2336,122.8717,,,,
Mon 08:16:57 AM,26.1966,122.8237,,,,
Mon 08:17:28 AM,26.161,122.7775,,,,
Mon 08:17:58 AM,26.127,122.7335,,,,
Mon 08:18:30 AM,26.0912,122.6874,,,,
Mon 08:19:05 AM,26.0563,122.6426,,,,
Mon 08:19:35 AM,26.0264,122.6039,,,,
Mon 08:20:05 AM,25.9991,122.5687,,,,
Mon 08:20:36 AM,25.9726,122.5348,,,,
Mon 08:21:06 AM,25.947,122.5016,,,,
Mon 08:21:36 AM,25.9211,122.4683,,,,
Mon 08:22:06 AM,25.8958,122.4357,,,,
Mon 08:22:36 AM,25.8701,122.4028,,,,
Mon 08:23:07 AM,25.8441,122.3693,,,,
Mon 08:23:39 AM,25.8169,122.3346,,,,
Mon 08:24:09 AM,25.7913,122.3018,,,,
Mon 08:24:39 AM,25.7666,122.2702,,,,
Mon 08:25:10 AM,25.7415,122.2381,,,,
Mon 08:25:40 AM,25.7177,122.2078,,,,
Mon 08:26:10 AM,25.6935,122.1768,,,,
Mon 08:26:40 AM,25.6695,122.1461,,,,
Mon 08:27:10 AM,25.6446,122.1144,,,,
Mon 08:27:40 AM,25.6213,122.0844,,,,
Mon 08:27:59 AM,25.6106,122.0597,,,,
Mon 08:28:29 AM,25.6012,122.0196,,,,
Mon 08:28:59 AM,25.591,121.9791,,,,
Mon 08:29:29 AM,25.5809,121.9398,,,,
Mon 08:29:59 AM,25.5706,121.8997,,,,
Mon 08:30:29 AM,25.5603,121.8594,,,,
Mon 08:30:59 AM,25.5501,121.8202,,,,
Mon 08:31:29 AM,25.5398,121.7802,,,,
Mon 08:31:59 AM,25.5295,121.7399,,,,
Mon 08:32:30 AM,25.5188,121.6984,,,,
Mon 08:33:00 AM,25.5085,121.6585,,,,
Mon 08:33:30 AM,25.4981,121.6184,,,,
Mon 08:33:58 AM,25.4889,121.5827,,,,
Mon 08:34:14 AM,25.4787,121.5633,,,,
Mon 08:34:49 AM,25.4511,121.529,,,,
Mon 08:35:19 AM,25.427,121.4984,,,,
Mon 08:35:50 AM,25.4017,121.4658,,,,
Mon 08:36:20 AM,25.3779,121.4354,,,,
Mon 08:36:50 AM,25.3543,121.4052,,,,
Mon 08:37:20 AM,25.3309,121.3753,,,,
Mon 08:37:50 AM,25.3069,121.3448,,,,
Mon 08:38:07 AM,25.2927,121.3267,,,,
Mon 08:38:37 AM,25.2699,121.2977,,,,
Mon 08:39:07 AM,25.2465,121.2678,,,,
Mon 08:39:23 AM,25.2337,121.2515,,,,
Mon 08:39:53 AM,25.2118,121.2228,,,,
Mon 08:40:23 AM,25.1897,121.1939,,,,
Mon 08:40:53 AM,25.1693,121.1669,,,,
Mon 08:41:23 AM,25.1484,121.1388,,,,
Mon 08:41:54 AM,25.1287,121.1115,,,,
Mon 08:42:24 AM,25.1111,121.0879,,,,
Mon 08:42:54 AM,25.0926,121.0644,,,,
Mon 08:43:24 AM,25.0735,121.0401,,,,
Mon 08:43:44 AM,25.0603,121.0228,,,,
Mon 08:44:14 AM,25.0411,120.9973,,,,
Mon 08:44:44 AM,25.0228,120.9729,,,,
Mon 08:45:00 AM,25.0115,120.9664,,,,
Mon 08:45:18 AM,24.9969,120.9703,,,,
Mon 08:45:47 AM,24.9786,120.9867,,,,
Mon 08:46:17 AM,24.96,121.0036,,,,
Mon 08:46:33 AM,24.9522,121.0134,,,,
Mon 08:46:56 AM,24.951,121.0342,,,,
Mon 08:47:19 AM,24.9529,121.0541,,,,
Mon 08:47:40 AM,24.9594,121.0715,,,,
Mon 08:48:04 AM,24.9705,121.0858,,,,
Mon 08:48:34 AM,24.9844,121.1036,,,,
Mon 08:49:04 AM,24.9983,121.1214,,,,
Mon 08:49:34 AM,25.0101,121.1363,,,,
Mon 08:50:04 AM,25.0215,121.1507,,,,
Mon 08:50:34 AM,25.0334,121.1658,,,,
Mon 08:50:40 AM,25.0355,121.1685,,,,
Mon 08:50:50 AM,25.039,121.173,,,,
Mon 08:51:06 AM,25.045,121.1805,,,,
Mon 08:51:22 AM,25.0508,121.188,,,,
Mon 08:51:38 AM,25.0572,121.196,,,,
Mon 08:51:54 AM,25.0629,121.2033,,,,
Mon 08:52:10 AM,25.0688,121.2108,,,,
Mon 08:52:29 AM,25.076,121.2199,,,,
